,Pclass,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,title_Master,title_Miss,title_Mr,title_Mrs
0,3,0,0,7.8292,0,1,0,1,0,0,0,1,0
1,3,1,0,7.0,1,0,0,0,1,0,0,0,1
2,2,0,0,9.6875,0,1,0,1,0,0,0,1,0
3,3,0,0,8.6625,0,1,0,0,1,0,0,1,0
4,3,1,1,12.2875,1,0,0,0,1,0,0,0,1
5,3,0,0,9.225,0,1,0,0,1,0,0,1,0
6,3,0,0,7.6292,1,0,0,1,0,0,1,0,0
7,2,1,1,29.0,0,1,0,0,1,0,0,1,0
8,3,0,0,7.2292,1,0,1,0,0,0,0,0,1
9,3,2,0,24.15,0,1,0,0,1,0,0,1,0
10,3,0,0,7.8958,0,1,0,0,1,0,0,1,0
11,1,0,0,26.0,0,1,0,0,1,0,0,1,0
12,1,1,0,82.2667,1,0,0,0,1,0,0,0,1
13,2,1,0,26.0,0,1,0,0,1,0,0,1,0
14,1,1,0,61.175,1,0,0,0,1,0,0,0,1
15,2,1,0,27.7208,1,0,1,0,0,0,0,0,1
16,2,0,0,12.35,0,1,0,1,0,0,0,1,0
17,3,0,0,7.225,0,1,1,0,0,0,0,1,0
18,3,1,0,7.925,1,0,0,0,1,0,1,0,0
19,3,0,0,7.225,1,0,1,0,0,0,0,0,1
20,1,1,0,59.4,0,1,1,0,0,0,0,1,0
21,3,0,1,3.1708,0,1,0,0,1,1,0,0,0
22,1,0,0,31.6833,1,0,0,0,1,0,0,0,1
23,1,0,1,61.3792,0,1,1,0,0,0,0,1,0
24,1,1,3,262.375,1,0,1,0,0,0,0,0,1
25,3,1,0,14.5,0,1,0,0,1,0,0,1,0
26,1,0,1,61.9792,1,0,1,0,0,0,1,0,0
27,3,0,0,7.225,0,1,1,0,0,0,0,1,0
28,1,0,0,30.5,0,1,0,0,1,0,0,1,0
29,3,2,0,21.6792,0,1,1,0,0,0,0,1,0
30,2,1,0,26.0,0,1,0,0,1,0,0,1,0
31,2,2,0,31.5,0,1,0,0,1,0,0,1,0
32,3,1,2,20.575,1,0,0,0,1,0,0,0,1
33,3,1,2,23.45,1,0,0,0,1,0,0,0,1
34,1,1,0,57.75,0,1,1,0,0,0,0,1,0
35,3,0,0,7.2292,0,1,1,0,0,0,0,1,0
36,3,0,0,8.05,1,0,0,0,1,0,1,0,0
37,3,0,0,8.6625,1,0,0,0,1,0,1,0,0
38,3,0,0,9.5,0,1,0,0,1,0,0,1,0
39,3,0,0,56.4958,0,1,0,0,1,0,0,1,0
40,3,0,1,13.4167,0,1,1,0,0,0,0,1,0
41,1,0,0,26.55,0,1,0,0,1,0,0,1,0
42,3,0,0,7.85,0,1,0,0,1,0,0,1,0
43,2,0,0,13.0,1,0,0,0,1,0,0,0,1
44,1,1,0,52.5542,1,0,0,0,1,0,0,0,1
45,3,0,0,7.925,0,1,0,0,1,0,0,1,0
46,1,0,0,29.7,0,1,1,0,0,0,0,1,0
47,3,0,0,7.75,0,1,0,1,0,0,0,1,0
48,1,0,0,76.2917,1,0,1,0,0,0,0,0,1
49,3,0,2,15.9,1,0,0,0,1,0,0,0,1
50,1,1,0,60.0,0,1,0,0,1,0,0,1,0
51,2,0,0,15.0333,0,1,1,0,0,0,0,1,0
52,2,2,1,23.0,1,0,0,0,1,0,1,0,0
53,1,3,2,263.0,1,0,0,0,1,0,1,0,0
54,2,0,0,15.5792,0,1,1,0,0,0,0,1,0
55,3,4,1,29.125,0,1,0,1,0,1,0,0,0
56,3,0,0,7.8958,0,1,0,0,1,0,0,1,0
57,3,0,0,7.65,0,1,0,0,1,0,0,1,0
58,3,1,0,16.1,0,1,0,0,1,0,0,1,0
59,1,0,0,262.375,1,0,1,0,0,0,1,0,0
60,3,0,0,7.8958,0,1,0,0,1,0,0,1,0
61,2,0,0,13.5,0,1,0,0,1,0,0,1,0
62,3,0,0,7.75,0,1,0,0,1,0,0,1,0
63,3,0,0,7.725,1,0,0,1,0,0,1,0,0
64,1,2,2,262.375,0,1,1,0,0,1,0,0,0
65,2,0,0,21.0,1,0,0,0,1,0,0,0,1
66,3,0,0,7.8792,1,0,0,1,0,0,1,0,0
67,1,0,0,42.4,0,1,0,0,1,0,0,1,0
68,1,0,0,28.5375,0,1,1,0,0,0,0,1,0
69,1,1,4,263.0,1,0,0,0,1,0,0,0,1
70,3,0,0,7.75,1,0,0,1,0,0,1,0,0
71,3,0,0,7.8958,0,1,0,0,1,0,0,1,0
72,3,0,0,7.925,1,0,0,0,1,0,1,0,0
73,1,0,0,27.7208,0,1,1,0,0,0,0,1,0
74,1,0,0,211.5,1,0,1,0,0,0,1,0,0
75,1,0,0,211.5,0,1,1,0,0,0,0,1,0
76,3,0,0,8.05,0,1,0,0,1,0,0,1,0
77,1,2,0,25.7,1,0,0,0,1,0,0,0,1
78,2,0,0,13.0,0,1,0,0,1,0,0,1,0
79,3,0,0,7.75,1,0,0,1,0,0,1,0,0
80,3,1,1,15.2458,0,1,1,0,0,1,0,0,0
81,1,1,0,221.7792,0,1,0,0,1,0,0,1,0
82,1,0,0,26.0,0,1,0,0,1,0,0,1,0
83,3,0,0,7.8958,0,1,0,0,1,0,0,1,0
84,2,0,0,10.7083,0,1,0,1,0,0,0,1,0
85,3,1,0,14.4542,0,1,1,0,0,0,0,1,0
86,3,0,0,7.8792,1,0,0,1,0,0,1,0,0
87,3,0,0,8.05,1,0,0,0,1,0,1,0,0
88,3,0,0,7.75,1,0,0,1,0,0,0,0,0
89,2,1,1,23.0,0,1,0,0,1,1,0,0,0
90,3,1,0,13.9,1,0,0,0,1,0,0,0,1
91,3,0,0,7.775,0,1,0,0,1,0,0,1,0
92,1,1,2,52.0,1,0,0,0,1,0,0,0,1
93,3,0,0,8.05,0,1,0,0,1,0,0,1,0
94,1,0,0,26.0,0,1,1,0,0,0,0,1,0
95,3,0,0,7.7958,0,1,0,0,1,0,0,1,0
96,1,1,0,78.85,1,0,0,0,1,0,0,0,1
97,3,0,0,7.925,0,1,0,0,1,0,0,1,0
98,3,0,0,7.8542,1,0,0,0,1,0,1,0,0
99,3,0,0,8.05,0,1,0,0,1,0,0,1,0
100,1,1,0,55.4417,1,0,1,0,0,0,0,0,1
101,2,1,0,26.0,0,1,0,0,1,0,0,1,0
102,3,0,0,7.75,0,1,0,1,0,0,0,1,0
103,3,0,0,7.775,0,1,0,0,1,0,0,1,0
104,3,1,1,8.5167,1,0,1,0,0,0,0,0,1
105,3,0,0,22.525,0,1,0,0,1,0,0,1,0
106,3,0,0,7.8208,0,1,0,1,0,0,0,1,0
107,3,0,0,7.75,0,1,0,1,0,0,0,1,0
108,3,0,0,8.7125,0,1,0,0,1,0,0,1,0
109,2,0,0,13.0,0,1,0,0,1,0,0,1,0
110,2,0,0,15.0458,0,1,1,0,0,0,0,1,0
111,3,0,0,7.7792,1,0,0,1,0,0,1,0,0
112,1,0,0,31.6792,1,0,1,0,0,0,1,0,0
113,3,0,0,7.2833,1,0,0,1,0,0,1,0,0
114,1,1,0,221.7792,1,0,0,0,1,0,0,0,1
115,3,1,0,14.4542,0,1,1,0,0,0,0,1,0
116,3,0,0,6.4375,0,1,1,0,0,0,0,1,0
117,3,1,1,16.7,1,0,0,0,1,0,1,0,0
118,1,0,0,75.2417,0,1,1,0,0,0,0,1,0
119,2,1,0,26.0,1,0,0,0,1,0,0,0,1
120,2,0,0,15.75,1,0,0,0,1,0,1,0,0
121,3,1,0,7.75,0,1,0,1,0,0,0,1,0
122,1,1,0,57.75,1,0,1,0,0,0,0,0,1
123,3,0,0,7.25,0,1,0,0,1,0,0,1,0
124,3,0,0,7.75,0,1,0,1,0,0,0,1,0
125,3,0,1,16.1,1,0,0,0,1,0,1,0,0
126,3,0,0,7.7958,0,1,0,0,1,0,0,1,0
127,3,2,0,23.25,1,0,0,1,0,0,1,0,0
128,2,0,0,13.0,0,1,0,0,1,0,0,1,0
129,3,0,0,8.05,0,1,0,0,1,0,0,1,0
130,3,0,0,8.05,0,1,0,0,1,0,0,1,0
131,1,0,0,28.5,0,1,1,0,0,0,0,0,0
132,3,0,4,25.4667,1,0,0,0,1,0,0,0,1
133,3,1,0,6.4375,0,1,1,0,0,0,0,1,0
134,3,0,0,7.8958,0,1,0,0,1,0,0,1,0
135,3,0,0,7.8542,0,1,0,0,1,0,0,1,0
136,3,0,0,7.225,0,1,1,0,0,0,0,1,0
137,2,0,0,13.0,0,1,0,0,1,0,0,1,0
138,3,0,0,8.05,1,0,0,0,1,0,1,0,0
139,3,1,6,46.9,0,1,0,0,1,0,0,1,0
140,3,5,2,46.9,1,0,0,0,1,0,1,0,0
141,1,0,0,151.55,1,0,0,0,1,0,1,0,0
142,1,1,3,262.375,0,1,1,0,0,0,0,1,0
143,2,0,0,26.0,0,1,0,0,1,0,0,1,0
144,1,0,0,26.55,0,1,0,0,1,0,0,1,0
145,3,3,0,18.0,0,1,0,0,1,0,0,1,0
146,1,0,0,51.8625,0,1,0,0,1,0,0,1,0
147,3,0,0,8.05,0,1,0,0,1,0,0,1,0
148,1,0,0,26.55,0,1,0,0,1,0,0,1,0
149,2,1,1,26.0,0,1,0,0,1,0,0,0,0
150,1,0,1,83.1583,1,0,1,0,0,0,0,0,1
151,3,0,0,7.8958,0,1,1,0,0,0,0,1,0
152,3,0,0,,0,1,0,0,1,0,0,1,0
153,3,0,2,12.1833,1,0,0,0,1,0,0,0,1
154,3,4,2,31.3875,0,1,0,0,1,1,0,0,0
155,3,0,0,7.55,0,1,0,0,1,0,0,1,0
156,1,0,0,221.7792,1,0,0,0,1,0,1,0,0
157,3,0,0,7.8542,1,0,0,0,1,0,1,0,0
158,1,0,0,26.55,0,1,0,0,1,0,0,1,0
159,3,0,2,13.775,1,0,0,0,1,0,0,0,1
160,3,0,0,7.7333,1,0,0,1,0,0,1,0,0
161,3,1,1,15.2458,0,1,1,0,0,1,0,0,0
162,2,0,0,13.5,1,0,0,0,1,0,1,0,0
163,3,0,0,7.0,0,1,0,0,1,0,0,1,0
164,2,0,0,13.0,0,1,0,0,1,0,0,0,0
165,3,1,1,22.025,1,0,0,0,1,0,0,0,1
166,1,0,0,50.4958,0,1,1,0,0,0,0,1,0
167,3,2,2,34.375,0,1,0,0,1,0,0,1,0
168,1,0,0,27.7208,1,0,1,0,0,0,0,0,1
169,3,0,0,8.9625,1,0,0,0,1,0,1,0,0
170,3,0,0,7.55,0,1,0,0,1,0,0,1,0
171,3,0,0,7.225,0,1,1,0,0,0,0,1,0
172,3,1,0,13.9,0,1,0,0,1,0,0,1,0
173,3,0,0,7.2292,0,1,1,0,0,0,0,1,0
174,3,1,5,31.3875,0,1,0,0,1,0,0,1,0
175,2,0,2,39.0,1,0,0,0,1,0,1,0,0
176,2,0,0,36.75,1,0,0,0,1,0,1,0,0
177,1,1,0,55.4417,0,1,1,0,0,0,0,1,0
178,2,0,3,39.0,1,0,0,0,1,0,0,0,1
179,1,0,2,83.1583,1,0,1,0,0,0,0,0,1
180,2,0,0,13.0,0,1,0,0,1,0,0,1,0
181,1,1,1,83.1583,0,1,1,0,0,0,0,1,0
182,1,1,0,53.1,1,0,0,0,1,0,0,0,1
183,3,0,0,7.75,0,1,0,1,0,0,0,1,0
184,1,1,1,247.5208,1,0,1,0,0,0,0,0,1
185,2,0,0,16.0,0,1,0,0,1,0,0,1,0
186,2,0,1,21.0,1,0,0,0,1,0,1,0,0
187,3,2,0,8.05,0,1,0,0,1,0,0,1,0
188,3,8,2,69.55,1,0,0,0,1,0,1,0,0
189,2,0,0,13.0,0,1,0,0,1,0,0,1,0
190,2,1,0,26.0,0,1,0,0,1,0,0,1,0
191,1,0,0,26.0,0,1,0,0,1,0,0,1,0
192,3,1,1,14.5,0,1,0,0,1,1,0,0,0
193,2,0,0,12.35,0,1,0,1,0,0,0,1,0
194,2,0,2,32.5,0,1,0,0,1,1,0,0,0
195,3,0,0,7.8542,0,1,0,0,1,0,0,1,0
196,1,0,2,134.5,0,1,1,0,0,1,0,0,0
197,3,0,0,7.775,1,0,0,0,1,0,1,0,0
198,2,0,0,10.5,0,1,0,0,1,0,0,1,0
199,3,0,0,8.1125,1,0,0,0,1,0,0,0,1
200,3,0,0,15.5,1,0,0,1,0,0,1,0,0
201,3,0,2,14.4,0,1,0,0,1,1,0,0,0
202,1,1,0,227.525,0,1,1,0,0,0,0,0,0
203,2,1,1,26.0,1,0,0,0,1,0,1,0,0
204,2,0,0,10.5,0,1,0,0,1,0,0,1,0
205,1,0,0,25.7417,0,1,1,0,0,0,0,1,0
206,3,0,0,7.75,1,0,0,1,0,0,1,0,0
207,2,0,0,10.5,0,1,0,0,1,0,0,1,0
208,1,0,0,27.7208,1,0,1,0,0,0,1,0,0
209,3,0,0,7.8958,0,1,0,0,1,0,0,1,0
210,3,0,0,22.525,0,1,0,0,1,0,0,1,0
211,3,0,0,7.05,0,1,0,0,1,0,0,1,0
212,2,0,0,73.5,0,1,0,0,1,0,0,1,0
213,2,1,0,26.0,1,0,0,0,1,0,0,0,1
214,3,4,2,7.775,1,0,0,0,1,0,1,0,0
215,1,0,0,42.5,0,1,0,0,1,0,0,1,0
216,3,0,0,7.8792,1,0,0,1,0,0,1,0,0
217,1,1,1,164.8667,0,1,0,0,1,0,0,1,0
218,1,1,1,211.5,1,0,1,0,0,0,0,0,1
219,3,0,0,8.05,0,1,0,0,1,0,0,1,0
220,2,1,0,13.8583,1,0,1,0,0,0,1,0,0
221,3,0,0,8.05,0,1,0,0,1,0,0,1,0
222,2,0,0,10.5,1,0,0,0,1,0,0,0,1
223,3,0,0,7.7958,0,1,0,0,1,0,0,1,0
224,1,0,0,27.4458,1,0,1,0,0,0,0,0,1
225,3,0,2,15.2458,1,0,1,0,0,0,0,0,1
226,3,0,0,7.7958,0,1,0,0,1,0,0,1,0
227,3,0,0,7.75,1,0,0,1,0,0,1,0,0
228,3,0,0,15.1,0,1,0,0,1,0,0,1,0
229,2,0,0,13.0,0,1,0,0,1,0,0,1,0
230,2,0,0,65.0,0,1,0,0,1,0,0,1,0
231,1,0,0,26.55,1,0,0,0,1,0,1,0,0
232,3,1,0,6.4958,0,1,0,0,1,0,0,1,0
233,3,0,0,7.8792,0,1,0,1,0,0,0,1,0
234,1,1,0,71.2833,0,1,1,0,0,0,0,1,0
235,3,0,0,7.8542,0,1,0,0,1,0,0,1,0
236,1,1,0,75.25,0,1,1,0,0,0,0,1,0
237,3,0,0,7.225,0,1,1,0,0,0,0,1,0
238,2,1,1,13.0,1,0,0,0,1,0,1,0,0
239,1,1,0,106.425,1,0,1,0,0,0,0,0,1
240,1,0,0,27.7208,1,0,1,0,0,0,0,0,1
241,2,0,2,30.0,1,0,0,0,1,0,0,0,1
242,1,1,1,134.5,0,1,1,0,0,0,0,1,0
243,3,0,0,7.8875,0,1,0,0,1,0,0,1,0
244,3,1,2,23.45,0,1,0,0,1,1,0,0,0
245,1,1,0,51.8625,0,1,0,0,1,0,0,1,0
246,2,0,0,21.0,1,0,0,0,1,0,0,0,1
247,2,1,1,32.5,0,1,0,0,1,0,0,1,0
248,2,1,0,26.0,1,0,0,0,1,0,0,0,1
249,3,1,0,14.4542,1,0,1,0,0,0,0,0,1
250,2,1,2,27.75,1,0,0,0,1,0,1,0,0
251,3,0,0,7.925,0,1,0,0,1,0,0,1,0
252,1,1,0,136.7792,0,1,1,0,0,0,0,1,0
253,3,0,0,9.325,0,1,0,0,1,0,0,1,0
254,3,0,0,9.5,0,1,0,0,1,0,0,1,0
255,3,0,0,7.55,0,1,0,0,1,0,0,1,0
256,3,0,0,7.75,0,1,0,1,0,0,0,1,0
257,3,0,0,8.05,0,1,0,0,1,0,0,1,0
258,2,0,0,13.0,1,0,0,0,1,0,1,0,0
259,3,0,0,7.775,0,1,0,0,1,0,0,1,0
260,3,1,0,17.4,0,1,0,0,1,0,0,1,0
261,3,0,0,7.8542,0,1,0,0,1,0,0,1,0
262,2,0,2,23.0,1,0,0,0,1,0,0,0,1
263,3,1,1,12.1833,1,0,0,0,1,0,1,0,0
264,2,0,0,12.7375,0,1,1,0,0,0,0,1,0
265,3,0,0,7.8958,0,1,0,0,1,0,0,1,0
266,1,0,0,0.0,0,1,0,0,1,0,0,1,0
267,3,0,0,7.55,0,1,0,0,1,0,0,1,0
268,3,0,0,8.05,1,0,0,0,1,0,1,0,0
269,3,0,0,8.6625,0,1,0,0,1,0,0,1,0
270,1,0,0,75.2417,0,1,1,0,0,0,0,1,0
271,3,0,0,7.75,0,1,0,1,0,0,0,1,0
272,1,1,0,136.7792,1,0,1,0,0,0,0,0,1
273,3,1,0,15.5,1,0,0,1,0,0,1,0,0
274,3,0,0,7.225,0,1,1,0,0,0,0,1,0
275,2,1,0,26.0,1,0,0,0,1,0,1,0,0
276,2,0,0,10.5,0,1,0,0,1,0,0,1,0
277,2,1,0,26.0,0,1,0,0,1,0,0,1,0
278,2,1,0,21.0,0,1,0,0,1,0,0,1,0
279,2,0,0,10.5,0,1,0,0,1,0,0,1,0
280,3,0,0,8.6625,1,0,0,0,1,0,1,0,0
281,3,1,1,13.775,0,1,0,0,1,1,0,0,0
282,3,0,0,7.75,1,0,0,1,0,0,1,0,0
283,3,1,1,15.2458,1,0,1,0,0,0,1,0,0
284,3,1,1,20.2125,1,0,0,0,1,0,1,0,0
285,3,0,0,7.25,0,1,0,0,1,0,0,1,0
286,3,0,0,7.25,0,1,0,0,1,0,0,1,0
287,1,1,0,82.2667,0,1,0,0,1,0,0,1,0
288,3,0,0,7.2292,0,1,1,0,0,0,0,1,0
289,3,0,0,8.05,0,1,0,0,1,0,0,1,0
290,1,0,0,39.6,0,1,0,0,1,0,0,1,0
291,3,0,0,6.95,1,0,0,1,0,0,1,0,0
292,3,0,0,7.2292,0,1,1,0,0,0,0,1,0
293,1,1,1,81.8583,0,1,0,0,1,0,0,0,0
294,3,0,0,9.5,0,1,0,0,1,0,0,1,0
295,3,0,0,7.8958,0,1,0,0,1,0,0,1,0
296,2,1,2,41.5792,1,0,1,0,0,0,1,0,0
297,3,2,0,21.6792,0,1,1,0,0,0,0,1,0
298,1,0,0,45.5,0,1,0,0,1,0,0,1,0
299,3,0,0,7.8542,0,1,0,0,1,0,0,1,0
300,3,0,0,7.775,0,1,0,0,1,0,0,1,0
301,2,0,0,15.0458,0,1,1,0,0,0,0,1,0
302,2,0,1,21.0,0,1,0,0,1,0,0,1,0
303,3,0,0,8.6625,0,1,0,0,1,0,0,1,0
304,3,0,0,7.75,1,0,0,1,0,0,1,0,0
305,1,1,1,26.55,1,0,0,0,1,0,0,0,1
306,1,1,2,151.55,0,1,0,0,1,0,0,1,0
307,3,0,1,9.35,0,1,0,0,1,1,0,0,0
308,1,1,1,93.5,0,1,0,0,1,0,0,1,0
309,3,1,0,14.1083,1,0,0,0,1,0,0,0,1
310,3,0,0,8.6625,0,1,0,0,1,0,0,1,0
311,3,0,0,7.225,0,1,1,0,0,0,0,1,0
312,3,0,0,7.575,0,1,0,0,1,0,0,1,0
313,3,0,0,7.75,1,0,0,1,0,0,1,0,0
314,1,0,0,135.6333,1,0,1,0,0,0,0,0,1
315,3,0,0,7.7333,1,0,0,1,0,0,1,0,0
316,1,1,0,146.5208,0,1,1,0,0,0,0,1,0
317,2,0,0,10.5,0,1,0,0,1,0,0,1,0
318,3,0,0,7.8542,0,1,0,0,1,0,0,1,0
319,2,2,0,31.5,0,1,0,0,1,0,0,1,0
320,3,0,0,7.775,0,1,0,0,1,0,0,1,0
321,3,0,0,7.2292,0,1,1,0,0,0,0,1,0
322,2,0,0,13.0,0,1,0,0,1,0,0,1,0
323,1,0,0,26.55,0,1,0,0,1,0,0,1,0
324,1,0,0,211.3375,1,0,0,0,1,0,1,0,0
325,3,0,0,7.05,0,1,0,0,1,0,0,1,0
326,2,2,1,39.0,1,0,0,0,1,0,1,0,0
327,1,0,0,79.2,0,1,1,0,0,0,0,1,0
328,2,1,0,26.0,0,1,0,0,1,0,0,1,0
329,2,0,0,13.0,0,1,0,0,1,0,0,1,0
330,2,0,2,36.75,1,0,0,0,1,0,0,0,1
331,1,0,0,29.7,0,1,1,0,0,0,0,1,0
332,3,0,0,7.225,0,1,1,0,0,0,0,1,0
333,3,1,1,15.7417,1,0,1,0,0,0,0,0,1
334,3,0,0,7.8958,0,1,0,0,1,0,0,1,0
335,1,0,0,26.0,0,1,0,0,1,0,0,1,0
336,2,0,0,13.0,0,1,0,0,1,0,0,1,0
337,3,0,2,7.2292,0,1,1,0,0,0,0,1,0
338,2,0,0,31.5,0,1,0,0,1,0,0,1,0
339,3,0,0,7.2292,0,1,1,0,0,1,0,0,0
340,2,0,0,10.5,0,1,0,0,1,0,0,1,0
341,3,0,0,7.5792,0,1,0,0,1,0,0,1,0
342,3,1,9,69.55,0,1,0,0,1,0,0,1,0
343,1,0,1,512.3292,1,0,1,0,0,0,0,0,1
344,3,1,1,14.5,0,1,0,0,1,1,0,0,0
345,3,0,0,7.65,1,0,0,0,1,0,1,0,0
346,2,0,0,13.0,0,1,0,0,1,0,0,1,0
347,3,0,0,7.2292,1,0,1,0,0,0,0,0,1
348,2,0,0,13.5,0,1,0,0,1,0,0,1,0
349,2,0,0,21.0,1,0,0,0,1,0,1,0,0
350,1,0,1,63.3583,1,0,1,0,0,0,0,0,1
351,2,0,0,10.5,0,1,0,0,1,0,0,1,0
352,2,0,0,73.5,0,1,0,0,1,0,0,1,0
353,2,1,2,65.0,0,1,0,0,1,0,0,1,0
354,3,1,2,20.575,1,0,0,0,1,0,1,0,0
355,1,0,0,26.0,0,1,0,0,1,0,0,1,0
356,1,2,0,51.4792,1,0,0,0,1,0,0,0,1
357,3,0,0,7.8792,0,1,0,0,1,0,0,1,0
358,3,0,0,7.75,0,1,0,1,0,0,0,1,0
359,3,1,0,15.55,1,0,0,0,1,0,0,0,1
360,3,8,2,69.55,0,1,0,0,1,1,0,0,0
361,2,1,1,37.0042,1,0,1,0,0,0,0,0,1
362,2,0,0,21.0,1,0,0,0,1,0,0,0,1
363,3,0,0,8.6625,0,1,0,0,1,0,0,1,0
364,1,1,0,55.4417,1,0,1,0,0,0,0,0,1
365,3,1,9,69.55,1,0,0,0,1,0,0,0,1
366,3,1,0,14.4583,0,1,1,0,0,0,0,1,0
367,3,0,0,39.6875,1,0,0,0,1,0,1,0,0
368,1,0,1,59.4,1,0,1,0,0,0,0,0,1
369,2,0,0,13.8583,0,1,1,0,0,0,0,1,0
370,2,1,0,11.5,0,1,0,0,1,0,0,1,0
371,1,0,0,134.5,1,0,1,0,0,0,1,0,0
372,1,0,0,0.0,0,1,0,0,1,0,0,1,0
373,2,0,0,13.0,0,1,0,0,1,0,0,1,0
374,1,1,1,81.8583,1,0,0,0,1,0,0,0,1
375,1,0,0,262.375,1,0,1,0,0,0,1,0,0
376,3,2,0,8.6625,1,0,0,0,1,0,1,0,0
377,2,0,0,11.5,0,1,0,0,1,0,0,1,0
378,1,0,0,50.0,0,1,0,0,1,0,0,1,0
379,3,4,2,31.3875,0,1,0,0,1,1,0,0,0
380,3,0,0,7.75,0,1,0,1,0,0,0,1,0
381,3,0,0,7.8792,0,1,0,1,0,0,0,1,0
382,3,0,0,14.5,1,0,0,0,1,0,0,0,1
383,3,1,0,16.1,1,0,0,0,1,0,0,0,1
384,2,0,0,12.875,0,1,0,0,1,0,0,1,0
385,2,1,2,65.0,1,0,0,0,1,0,1,0,0
386,3,0,0,7.775,0,1,0,0,1,0,0,1,0
387,2,0,0,13.0,0,1,0,0,1,0,0,1,0
388,3,0,0,7.75,0,1,0,1,0,0,0,1,0
389,3,3,1,21.075,0,1,0,0,1,1,0,0,0
390,1,0,0,93.5,0,1,0,0,1,0,0,1,0
391,1,0,1,39.4,1,0,0,0,1,0,0,0,1
392,3,0,2,20.25,0,1,0,0,1,1,0,0,0
393,2,0,0,10.5,0,1,0,0,1,0,0,1,0
394,3,3,1,22.025,0,1,0,0,1,0,0,1,0
395,1,1,0,60.0,1,0,0,0,1,0,0,0,1
396,3,0,0,7.25,0,1,0,1,0,0,0,1,0
397,1,1,1,79.2,1,0,1,0,0,0,0,0,1
398,3,0,0,7.775,0,1,0,0,1,0,0,1,0
399,3,0,0,7.7333,0,1,0,1,0,0,0,1,0
400,1,0,0,164.8667,1,0,0,0,1,0,1,0,0
401,2,1,0,21.0,0,1,0,0,1,0,0,1,0
402,1,0,1,59.4,1,0,1,0,0,0,1,0,0
403,1,0,0,47.1,0,1,0,0,1,0,0,1,0
404,1,1,0,27.7208,0,1,1,0,0,0,0,1,0
405,2,0,0,13.8625,0,1,1,0,0,0,0,1,0
406,2,1,0,10.5,0,1,0,0,1,0,0,1,0
407,1,1,1,211.5,0,1,1,0,0,0,0,1,0
408,3,0,0,7.7208,1,0,0,1,0,0,1,0,0
409,3,1,1,13.775,1,0,0,0,1,0,1,0,0
410,3,0,0,7.75,1,0,0,1,0,0,1,0,0
411,1,1,0,90.0,1,0,0,1,0,0,0,0,1
412,3,0,0,7.775,1,0,0,0,1,0,1,0,0
413,3,0,0,8.05,0,1,0,0,1,0,0,1,0
414,1,0,0,108.9,1,0,1,0,0,0,0,0,0
415,3,0,0,7.25,0,1,0,0,1,0,0,1,0
416,3,0,0,8.05,0,1,0,0,1,0,0,1,0
417,3,1,1,22.3583,0,1,1,0,0,1,0,0,0
